4Nr	t23	t12	tGF	tSTR	ModelType	Stat	P2P3_dxy.Outlier.Mean	P2P3_dxy.Outlier.SD	P2P3_dxy.Background.Mean	P2P3_dxy.Background.SD	P2P3_dxy.Significant	Outlier.Alternate.PC
0.01	2	1.8	0.6	NA	gene flow P3-P2	Simulation	0.0216055	0.002731	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	0.8	NA	gene flow P3-P2	D	0.0265411	0.0059314	0.0481927	0.0038869	TRUE	93.4
0.01	2	1.8	0.8	NA	gene flow P3-P2	fd	0.0253358	0.002805	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.8	NA	gene flow P3-P2	fG	0.0253358	0.002805	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.8	NA	gene flow P3-P2	fhom	0.0253358	0.002805	0.0483266	0.0034872	TRUE	100
0.01	2	1.8	0.8	NA	gene flow P3-P2	Simulation	0.0253358	0.002805	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1	NA	gene flow P3-P2	D	0.030792	0.0059499	0.0481637	0.0038899	TRUE	89.4
0.01	2	1.8	1	NA	gene flow P3-P2	fd	0.0293417	0.0030309	0.0483249	0.0034903	TRUE	99.9
0.01	2	1.8	1	NA	gene flow P3-P2	fG	0.0293417	0.0030309	0.0483249	0.0034903	TRUE	99.9
0.01	2	1.8	1	NA	gene flow P3-P2	fhom	0.0293377	0.0030058	0.0483253	0.0034903	TRUE	99.9
0.01	2	1.8	1	NA	gene flow P3-P2	Simulation	0.0293259	0.0029624	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1.2	NA	gene flow P3-P2	D	0.0348792	0.0058371	0.0481402	0.0038436	TRUE	84
0.01	2	1.8	1.2	NA	gene flow P3-P2	fd	0.033268	0.0033578	0.0483193	0.0034978	TRUE	99
0.01	2	1.8	1.2	NA	gene flow P3-P2	fG	0.0332618	0.0033284	0.0483199	0.003498	TRUE	99.1
0.01	2	1.8	1.2	NA	gene flow P3-P2	fhom	0.0332618	0.0033284	0.0483199	0.003498	TRUE	99.1
0.01	2	1.8	1.2	NA	gene flow P3-P2	Simulation	0.0332015	0.0031519	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1.4	NA	gene flow P3-P2	D	0.0387783	0.0055309	0.0480955	0.003831	TRUE	74.6
0.01	2	1.8	1.4	NA	gene flow P3-P2	fd	0.0369223	0.0035782	0.0483017	0.0035189	TRUE	96.6
0.01	2	1.8	1.4	NA	gene flow P3-P2	fG	0.0369452	0.0036042	0.0482992	0.0035242	TRUE	96.7
0.01	2	1.8	1.4	NA	gene flow P3-P2	fhom	0.0369513	0.0036104	0.0482985	0.0035257	TRUE	96.6
0.01	2	1.8	1.4	NA	gene flow P3-P2	Simulation	0.0366979	0.0031042	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	1.6	NA	gene flow P3-P2	D	0.042802	0.0048078	0.0481031	0.0037238	TRUE	57
0.01	2	1.8	1.6	NA	gene flow P3-P2	fd	0.0414133	0.0041637	0.0482574	0.0035544	TRUE	81.5
0.01	2	1.8	1.6	NA	gene flow P3-P2	fG	0.0412963	0.0040399	0.0482704	0.003545	TRUE	82.7
0.01	2	1.8	1.6	NA	gene flow P3-P2	fhom	0.041286	0.0040368	0.0482715	0.0035431	TRUE	82.7
0.01	2	1.8	1.6	NA	gene flow P3-P2	Simulation	0.04079	0.0035534	0.0483266	0.0034872	TRUE	NA
0.01	2	1.8	NA	NA	Null model	D	0.0470106	0.0032997	0.0484608	0.0034864	TRUE	NA
0.01	2	1.8	NA	NA	Null model	fd	0.0470311	0.0032752	0.0484585	0.0034899	TRUE	NA
0.01	2	1.8	NA	NA	Null model	fG	0.0470008	0.0032734	0.0484619	0.0034887	TRUE	NA
0.01	2	1.8	NA	NA	Null model	fhom	0.0469925	0.0032527	0.0484628	0.0034904	TRUE	NA
0.01	2	1.8	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	0.4	0.2	NA	0.6	Ancestral structure	D	0.0152403	0.0046936	0.0180716	0.0050191	TRUE	34
0.001	0.4	0.2	NA	0.6	Ancestral structure	fd	0.0151499	0.0039911	0.0180816	0.0050804	TRUE	37.1
0.001	0.4	0.2	NA	0.6	Ancestral structure	fG	0.0150475	0.0037302	0.018093	0.0050957	TRUE	39.7
0.001	0.4	0.2	NA	0.6	Ancestral structure	fhom	0.0149512	0.0036603	0.0181037	0.0050948	TRUE	41.3
0.001	0.4	0.2	NA	0.6	Ancestral structure	Simulation	0.0177547	0.0050025	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	0.8	Ancestral structure	D	0.0152608	0.0043597	0.0180604	0.0050435	TRUE	52.5
0.001	0.4	0.2	NA	0.8	Ancestral structure	fd	0.0150108	0.0035948	0.0180881	0.0050941	TRUE	54.7
0.001	0.4	0.2	NA	0.8	Ancestral structure	fG	0.0151607	0.0037086	0.0180715	0.0050948	TRUE	53.4
0.001	0.4	0.2	NA	0.8	Ancestral structure	fhom	0.0150384	0.00357	0.0180851	0.0050978	TRUE	57.1
0.001	0.4	0.2	NA	0.8	Ancestral structure	Simulation	0.0176746	0.0049039	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	1	Ancestral structure	D	0.0153848	0.0041651	0.0180429	0.0050707	TRUE	64.2
0.001	0.4	0.2	NA	1	Ancestral structure	fd	0.0151505	0.0035294	0.0180689	0.0051098	TRUE	65
0.001	0.4	0.2	NA	1	Ancestral structure	fG	0.0153208	0.003582	0.01805	0.0051162	TRUE	62.1
0.001	0.4	0.2	NA	1	Ancestral structure	fhom	0.0152751	0.0035762	0.0180551	0.0051139	TRUE	68.1
0.001	0.4	0.2	NA	1	Ancestral structure	Simulation	0.0176414	0.0049157	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	1.2	Ancestral structure	D	0.015687	0.0042195	0.0180353	0.0051154	TRUE	71.9
0.001	0.4	0.2	NA	1.2	Ancestral structure	fd	0.015434	0.0036892	0.0180634	0.0051472	TRUE	72
0.001	0.4	0.2	NA	1.2	Ancestral structure	fG	0.0154385	0.0036193	0.0180629	0.0051529	TRUE	67
0.001	0.4	0.2	NA	1.2	Ancestral structure	fhom	0.0154655	0.0036369	0.0180599	0.0051531	TRUE	73.8
0.001	0.4	0.2	NA	1.2	Ancestral structure	Simulation	0.0178749	0.0052286	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	1.4	Ancestral structure	D	0.016089	0.0042785	0.0179754	0.0050948	TRUE	78.1
0.001	0.4	0.2	NA	1.4	Ancestral structure	fd	0.0157141	0.0035131	0.018017	0.0051425	TRUE	79
0.001	0.4	0.2	NA	1.4	Ancestral structure	fG	0.0156775	0.0035776	0.0180211	0.0051357	TRUE	71.9
0.001	0.4	0.2	NA	1.4	Ancestral structure	fhom	0.0158552	0.0036482	0.0180014	0.0051388	TRUE	80.7
0.001	0.4	0.2	NA	1.4	Ancestral structure	Simulation	0.0177378	0.0049181	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	1.6	Ancestral structure	D	0.016399	0.0043236	0.0179677	0.0051087	TRUE	80.8
0.001	0.4	0.2	NA	1.6	Ancestral structure	fd	0.0161398	0.0038065	0.0179965	0.0051446	TRUE	82.7
0.001	0.4	0.2	NA	1.6	Ancestral structure	fG	0.01602	0.0038179	0.0180098	0.0051387	TRUE	73.8
0.001	0.4	0.2	NA	1.6	Ancestral structure	fhom	0.0162714	0.0039406	0.0179818	0.0051385	TRUE	82.8
0.001	0.4	0.2	NA	1.6	Ancestral structure	Simulation	0.0179784	0.0049834	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	1.8	Ancestral structure	D	0.0164757	0.0043383	0.0179577	0.0051426	TRUE	84.4
0.001	0.4	0.2	NA	1.8	Ancestral structure	fd	0.0162247	0.003837	0.0179856	0.0051779	TRUE	85.7
0.001	0.4	0.2	NA	1.8	Ancestral structure	fG	0.0161015	0.0039258	0.0179993	0.0051657	TRUE	77.8
0.001	0.4	0.2	NA	1.8	Ancestral structure	fhom	0.0163649	0.0039646	0.01797	0.0051723	TRUE	86.4
0.001	0.4	0.2	NA	1.8	Ancestral structure	Simulation	0.0179656	0.0052776	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	2	Ancestral structure	D	0.0166636	0.0044956	0.0179055	0.0050901	TRUE	86.3
0.001	0.4	0.2	NA	2	Ancestral structure	fd	0.0164112	0.0039186	0.0179335	0.0051353	TRUE	89.3
0.001	0.4	0.2	NA	2	Ancestral structure	fG	0.0162106	0.0039035	0.0179558	0.0051294	TRUE	80.3
0.001	0.4	0.2	NA	2	Ancestral structure	fhom	0.0164678	0.0040158	0.0179272	0.0051288	TRUE	89.1
0.001	0.4	0.2	NA	2	Ancestral structure	Simulation	0.0176831	0.0048822	0.0177922	0.0050656	FALSE	NA
0.001	0.4	0.2	NA	NA	Null model	D	0.0158678	0.0052054	0.0180039	0.0050027	TRUE	NA
0.001	0.4	0.2	NA	NA	Null model	fd	0.0156039	0.0041406	0.0180332	0.0050988	TRUE	NA
0.001	0.4	0.2	NA	NA	Null model	fG	0.0152155	0.0037428	0.0180764	0.0051106	TRUE	NA
0.001	0.4	0.2	NA	NA	Null model	fhom	0.015197	0.0037319	0.0180784	0.0051103	TRUE	NA
0.001	0.4	0.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	0.6	0.2	NA	0.8	Ancestral structure	D	0.0195032	0.0051955	0.0218293	0.0053022	TRUE	32.9
0.001	0.6	0.2	NA	0.8	Ancestral structure	fd	0.0192106	0.0043226	0.0218618	0.0053735	TRUE	40.8
0.001	0.6	0.2	NA	0.8	Ancestral structure	fG	0.0187571	0.003917	0.0219122	0.0053808	TRUE	44
0.001	0.6	0.2	NA	0.8	Ancestral structure	fhom	0.0187714	0.0039238	0.0219106	0.0053812	TRUE	45
0.001	0.6	0.2	NA	0.8	Ancestral structure	Simulation	0.021722	0.0054286	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	1	Ancestral structure	D	0.0193182	0.0048634	0.0218386	0.0053253	TRUE	49
0.001	0.6	0.2	NA	1	Ancestral structure	fd	0.0190507	0.0041386	0.0218683	0.0053781	TRUE	58.6
0.001	0.6	0.2	NA	1	Ancestral structure	fG	0.0188822	0.0038753	0.021887	0.0053898	TRUE	61.5
0.001	0.6	0.2	NA	1	Ancestral structure	fhom	0.0189431	0.0039161	0.0218802	0.0053902	TRUE	63.7
0.001	0.6	0.2	NA	1	Ancestral structure	Simulation	0.02162	0.0054035	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	1.2	Ancestral structure	D	0.019571	0.0048107	0.0218031	0.0053173	TRUE	60.3
0.001	0.6	0.2	NA	1.2	Ancestral structure	fd	0.0193263	0.0040418	0.0218303	0.0053759	TRUE	70.3
0.001	0.6	0.2	NA	1.2	Ancestral structure	fG	0.0192304	0.0039851	0.0218409	0.0053756	TRUE	72.4
0.001	0.6	0.2	NA	1.2	Ancestral structure	fhom	0.019384	0.004078	0.0218239	0.0053758	TRUE	75.3
0.001	0.6	0.2	NA	1.2	Ancestral structure	Simulation	0.0215534	0.0051663	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	1.4	Ancestral structure	D	0.0198119	0.004977	0.0217897	0.0053567	TRUE	66.4
0.001	0.6	0.2	NA	1.4	Ancestral structure	fd	0.0194662	0.0040958	0.0218281	0.0054236	TRUE	76.7
0.001	0.6	0.2	NA	1.4	Ancestral structure	fG	0.0194089	0.0040576	0.0218345	0.005424	TRUE	78.4
0.001	0.6	0.2	NA	1.4	Ancestral structure	fhom	0.0195923	0.0041921	0.0218141	0.0054213	TRUE	81.5
0.001	0.6	0.2	NA	1.4	Ancestral structure	Simulation	0.0216742	0.0055799	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	1.6	Ancestral structure	D	0.0200808	0.0047395	0.0217597	0.0053472	TRUE	71
0.001	0.6	0.2	NA	1.6	Ancestral structure	fd	0.0199282	0.0040815	0.0217767	0.0054016	TRUE	83.7
0.001	0.6	0.2	NA	1.6	Ancestral structure	fG	0.0199041	0.0042046	0.0217793	0.0053901	TRUE	84.5
0.001	0.6	0.2	NA	1.6	Ancestral structure	fhom	0.0201143	0.0043247	0.021756	0.0053872	TRUE	87
0.001	0.6	0.2	NA	1.6	Ancestral structure	Simulation	0.0216728	0.0051888	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	1.8	Ancestral structure	D	0.0201838	0.0047311	0.0217486	0.0053682	TRUE	75.2
0.001	0.6	0.2	NA	1.8	Ancestral structure	fd	0.0201105	0.0040564	0.0217568	0.0054267	TRUE	87.5
0.001	0.6	0.2	NA	1.8	Ancestral structure	fG	0.0200203	0.0040991	0.0217668	0.00542	TRUE	87.4
0.001	0.6	0.2	NA	1.8	Ancestral structure	fhom	0.0201793	0.0042525	0.0217491	0.0054123	TRUE	89.3
0.001	0.6	0.2	NA	1.8	Ancestral structure	Simulation	0.0216761	0.0053418	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	2	Ancestral structure	D	0.0205457	0.0048852	0.0217325	0.0053721	TRUE	77.4
0.001	0.6	0.2	NA	2	Ancestral structure	fd	0.020557	0.004313	0.0217313	0.0054264	TRUE	90.4
0.001	0.6	0.2	NA	2	Ancestral structure	fG	0.0204101	0.0043049	0.0217476	0.0054234	TRUE	89.3
0.001	0.6	0.2	NA	2	Ancestral structure	fhom	0.0206598	0.0044833	0.0217198	0.0054134	TRUE	91.8
0.001	0.6	0.2	NA	2	Ancestral structure	Simulation	0.0218931	0.0054202	0.0215828	0.0053271	FALSE	NA
0.001	0.6	0.2	NA	NA	Null model	D	0.0201707	0.0054658	0.0217362	0.0052657	TRUE	NA
0.001	0.6	0.2	NA	NA	Null model	fd	0.0197608	0.0045407	0.0217818	0.0053472	TRUE	NA
0.001	0.6	0.2	NA	NA	Null model	fG	0.0192837	0.0041941	0.0218348	0.0053559	TRUE	NA
0.001	0.6	0.2	NA	NA	Null model	fhom	0.0194251	0.0043465	0.0218191	0.0053497	TRUE	NA
0.001	0.6	0.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	0.6	0.4	0.2	NA	gene flow P2-P3	D	0.0171954	0.0063308	0.0212473	0.0055822	TRUE	25.9
0.001	0.6	0.4	0.2	NA	gene flow P2-P3	fd	0.0147666	0.0049983	0.0215172	0.0054701	TRUE	55.2
0.001	0.6	0.4	0.2	NA	gene flow P2-P3	fG	0.0145701	0.0047744	0.021539	0.0054649	TRUE	58.2
0.001	0.6	0.4	0.2	NA	gene flow P2-P3	fhom	0.0144699	0.0046152	0.0215502	0.0054658	TRUE	57.5
0.001	0.6	0.4	0.2	NA	gene flow P2-P3	Simulation	0.0136025	0.0042902	0.0216465	0.0053608	TRUE	NA
0.001	0.6	0.4	0.2	NA	gene flow P3-P2	D	0.0158142	0.0063834	0.0214161	0.005433	TRUE	43.7
0.001	0.6	0.4	0.2	NA	gene flow P3-P2	fd	0.0139211	0.0044315	0.0216264	0.0053909	TRUE	71.4
0.001	0.6	0.4	0.2	NA	gene flow P3-P2	fG	0.0137802	0.004201	0.0216421	0.0053887	TRUE	74.1
0.001	0.6	0.4	0.2	NA	gene flow P3-P2	fhom	0.0136544	0.0040971	0.0216561	0.005377	TRUE	74.8
0.001	0.6	0.4	0.2	NA	gene flow P3-P2	Simulation	0.0137403	0.0044413	0.0216465	0.0053608	TRUE	NA
0.001	0.6	0.4	NA	0.8	Ancestral structure	D	0.0191446	0.0050857	0.0219329	0.0053255	TRUE	29.4
0.001	0.6	0.4	NA	0.8	Ancestral structure	fd	0.0186491	0.0041189	0.021988	0.0053863	TRUE	33.1
0.001	0.6	0.4	NA	0.8	Ancestral structure	fG	0.0184259	0.0039086	0.0220128	0.0053877	TRUE	34.1
0.001	0.6	0.4	NA	0.8	Ancestral structure	fhom	0.0183269	0.003729	0.0220238	0.0053944	TRUE	35.6
0.001	0.6	0.4	NA	0.8	Ancestral structure	Simulation	0.021722	0.0054286	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	1	Ancestral structure	D	0.0190931	0.0048209	0.0219273	0.0053475	TRUE	46.3
0.001	0.6	0.4	NA	1	Ancestral structure	fd	0.0185314	0.0039393	0.0219897	0.0053908	TRUE	51.2
0.001	0.6	0.4	NA	1	Ancestral structure	fG	0.0184703	0.0037382	0.0219965	0.0054023	TRUE	52.2
0.001	0.6	0.4	NA	1	Ancestral structure	fhom	0.0184038	0.0037063	0.0220039	0.0053998	TRUE	53.6
0.001	0.6	0.4	NA	1	Ancestral structure	Simulation	0.02162	0.0054035	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	1.2	Ancestral structure	D	0.0192675	0.0047294	0.0219005	0.0053409	TRUE	57.7
0.001	0.6	0.4	NA	1.2	Ancestral structure	fd	0.0188256	0.0039307	0.0219496	0.0053862	TRUE	63.9
0.001	0.6	0.4	NA	1.2	Ancestral structure	fG	0.0187502	0.0038524	0.021958	0.0053875	TRUE	62.3
0.001	0.6	0.4	NA	1.2	Ancestral structure	fhom	0.0187556	0.0038041	0.0219574	0.0053917	TRUE	65.6
0.001	0.6	0.4	NA	1.2	Ancestral structure	Simulation	0.0215534	0.0051663	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	1.4	Ancestral structure	D	0.0194284	0.004793	0.0218961	0.0053884	TRUE	64.9
0.001	0.6	0.4	NA	1.4	Ancestral structure	fd	0.0189731	0.0038686	0.0219467	0.0054451	TRUE	70.7
0.001	0.6	0.4	NA	1.4	Ancestral structure	fG	0.0188685	0.0037917	0.0219583	0.0054446	TRUE	69.3
0.001	0.6	0.4	NA	1.4	Ancestral structure	fhom	0.0189523	0.0038681	0.021949	0.0054438	TRUE	72.6
0.001	0.6	0.4	NA	1.4	Ancestral structure	Simulation	0.0216742	0.0055799	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	1.6	Ancestral structure	D	0.0196923	0.0046014	0.0218666	0.0053762	TRUE	70.1
0.001	0.6	0.4	NA	1.6	Ancestral structure	fd	0.019455	0.0039487	0.021893	0.0054223	TRUE	77.3
0.001	0.6	0.4	NA	1.6	Ancestral structure	fG	0.0192954	0.0039244	0.0219107	0.005416	TRUE	74.6
0.001	0.6	0.4	NA	1.6	Ancestral structure	fhom	0.0194276	0.0040201	0.021896	0.0054151	TRUE	78.6
0.001	0.6	0.4	NA	1.6	Ancestral structure	Simulation	0.0216728	0.0051888	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	1.8	Ancestral structure	D	0.0198789	0.0046421	0.0218462	0.0053969	TRUE	75.3
0.001	0.6	0.4	NA	1.8	Ancestral structure	fd	0.0196511	0.0039441	0.0218715	0.0054485	TRUE	82.7
0.001	0.6	0.4	NA	1.8	Ancestral structure	fG	0.0195175	0.0039025	0.0218864	0.0054455	TRUE	80
0.001	0.6	0.4	NA	1.8	Ancestral structure	fhom	0.0196436	0.0039834	0.0218724	0.005445	TRUE	83.5
0.001	0.6	0.4	NA	1.8	Ancestral structure	Simulation	0.0216761	0.0053418	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	2	Ancestral structure	D	0.0203001	0.0047977	0.0218235	0.0054054	TRUE	78.2
0.001	0.6	0.4	NA	2	Ancestral structure	fd	0.0201411	0.0041595	0.0218412	0.0054585	TRUE	86.2
0.001	0.6	0.4	NA	2	Ancestral structure	fG	0.0199357	0.0041571	0.021864	0.0054512	TRUE	82.9
0.001	0.6	0.4	NA	2	Ancestral structure	fhom	0.0201157	0.0042596	0.021844	0.0054491	TRUE	86.9
0.001	0.6	0.4	NA	2	Ancestral structure	Simulation	0.0218931	0.0054202	0.0216465	0.0053608	FALSE	NA
0.001	0.6	0.4	NA	NA	Null model	D	0.0195191	0.0051829	0.0218545	0.0053153	TRUE	NA
0.001	0.6	0.4	NA	NA	Null model	fd	0.0191619	0.0042896	0.0218941	0.0053843	TRUE	NA
0.001	0.6	0.4	NA	NA	Null model	fG	0.0187467	0.0039582	0.0219403	0.0053871	TRUE	NA
0.001	0.6	0.4	NA	NA	Null model	fhom	0.0187336	0.0039329	0.0219417	0.0053883	TRUE	NA
0.001	0.6	0.4	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	0.8	0.2	NA	1	Ancestral structure	D	0.0239997	0.0056752	0.0257526	0.0055595	TRUE	27.6
0.001	0.8	0.2	NA	1	Ancestral structure	fd	0.0238467	0.0048263	0.0257696	0.0056423	TRUE	43.1
0.001	0.8	0.2	NA	1	Ancestral structure	fG	0.0235948	0.0046218	0.0257976	0.005651	TRUE	48
0.001	0.8	0.2	NA	1	Ancestral structure	fhom	0.0235867	0.0046087	0.0257985	0.0056519	TRUE	49
0.001	0.8	0.2	NA	1	Ancestral structure	Simulation	0.0259781	0.0057582	0.0255328	0.0055758	FALSE	NA
0.001	0.8	0.2	NA	1.2	Ancestral structure	D	0.0236995	0.0053567	0.0257433	0.005574	TRUE	42.1
0.001	0.8	0.2	NA	1.2	Ancestral structure	fd	0.0235593	0.0043195	0.0257589	0.0056672	TRUE	64.4
0.001	0.8	0.2	NA	1.2	Ancestral structure	fG	0.0234613	0.0042093	0.0257698	0.0056721	TRUE	69.2
0.001	0.8	0.2	NA	1.2	Ancestral structure	fhom	0.0235776	0.0042821	0.0257568	0.0056712	TRUE	69.8
0.001	0.8	0.2	NA	1.2	Ancestral structure	Simulation	0.0255942	0.0056807	0.0255328	0.0055758	FALSE	NA
0.001	0.8	0.2	NA	1.4	Ancestral structure	D	0.0237292	0.0050841	0.0257569	0.0056001	TRUE	53.5
0.001	0.8	0.2	NA	1.4	Ancestral structure	fd	0.0237182	0.0041407	0.0257581	0.0056852	TRUE	74.6
0.001	0.8	0.2	NA	1.4	Ancestral structure	fG	0.0237567	0.0041973	0.0257538	0.0056821	TRUE	78.4
0.001	0.8	0.2	NA	1.4	Ancestral structure	fhom	0.0238942	0.0042592	0.0257385	0.0056822	TRUE	79.5
0.001	0.8	0.2	NA	1.4	Ancestral structure	Simulation	0.0257461	0.0056525	0.0255328	0.0055758	FALSE	NA
0.001	0.8	0.2	NA	1.6	Ancestral structure	D	0.0237111	0.0048888	0.0257263	0.0055911	TRUE	60.4
0.001	0.8	0.2	NA	1.6	Ancestral structure	fd	0.023905	0.0041878	0.0257047	0.0056612	TRUE	82.8
0.001	0.8	0.2	NA	1.6	Ancestral structure	fG	0.0241021	0.0043458	0.0256828	0.0056545	TRUE	86.2
0.001	0.8	0.2	NA	1.6	Ancestral structure	fhom	0.0241561	0.0043661	0.0256768	0.0056544	TRUE	87.4
0.001	0.8	0.2	NA	1.6	Ancestral structure	Simulation	0.0254524	0.0053935	0.0255328	0.0055758	FALSE	NA
0.001	0.8	0.2	NA	1.8	Ancestral structure	D	0.0239108	0.0050564	0.0257109	0.0056209	TRUE	65.3
0.001	0.8	0.2	NA	1.8	Ancestral structure	fd	0.0240225	0.0042335	0.0256985	0.0056997	TRUE	87.4
0.001	0.8	0.2	NA	1.8	Ancestral structure	fG	0.0241749	0.0044078	0.0256815	0.0056897	TRUE	89.7
0.001	0.8	0.2	NA	1.8	Ancestral structure	fhom	0.0242352	0.0044489	0.0256748	0.0056879	TRUE	90.4
0.001	0.8	0.2	NA	1.8	Ancestral structure	Simulation	0.0255136	0.0057473	0.0255328	0.0055758	FALSE	NA
0.001	0.8	0.2	NA	2	Ancestral structure	D	0.0239415	0.0047836	0.0256946	0.0056149	TRUE	69.6
0.001	0.8	0.2	NA	2	Ancestral structure	fd	0.0243144	0.0043517	0.0256531	0.0056651	TRUE	90.7
0.001	0.8	0.2	NA	2	Ancestral structure	fG	0.024364	0.0044296	0.0256476	0.0056597	TRUE	92.1
0.001	0.8	0.2	NA	2	Ancestral structure	fhom	0.0244282	0.004458	0.0256405	0.0056588	TRUE	93.1
0.001	0.8	0.2	NA	2	Ancestral structure	Simulation	0.0253978	0.0054384	0.0255328	0.0055758	FALSE	NA
0.001	0.8	0.2	NA	NA	Null model	D	0.0247686	0.005913	0.0256457	0.0055947	TRUE	NA
0.001	0.8	0.2	NA	NA	Null model	fd	0.0242674	0.004872	0.0257014	0.0056937	TRUE	NA
0.001	0.8	0.2	NA	NA	Null model	fG	0.0239059	0.0046977	0.0257415	0.0056985	TRUE	NA
0.001	0.8	0.2	NA	NA	Null model	fhom	0.0239994	0.004779	0.0257311	0.0056942	TRUE	NA
0.001	0.8	0.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	0.8	0.4	0.2	NA	gene flow P2-P3	D	0.020984	0.0079674	0.0247115	0.0063058	TRUE	23.7
0.001	0.8	0.4	0.2	NA	gene flow P2-P3	fd	0.015955	0.0062392	0.0252703	0.0059329	TRUE	63.4
0.001	0.8	0.4	0.2	NA	gene flow P2-P3	fG	0.0155034	0.0058832	0.0253204	0.0058922	TRUE	67.1
0.001	0.8	0.4	0.2	NA	gene flow P2-P3	fhom	0.0155275	0.0058907	0.0253178	0.0058958	TRUE	66.3
0.001	0.8	0.4	0.2	NA	gene flow P2-P3	Simulation	0.0136025	0.0042902	0.0255316	0.0056501	TRUE	NA
0.001	0.8	0.4	0.2	NA	gene flow P3-P2	D	0.0178739	0.0081197	0.0251288	0.0058736	TRUE	50.9
0.001	0.8	0.4	0.2	NA	gene flow P3-P2	fd	0.014524	0.0049687	0.025501	0.0056825	TRUE	85.6
0.001	0.8	0.4	0.2	NA	gene flow P3-P2	fG	0.0144297	0.0048317	0.0255115	0.0056753	TRUE	86.9
0.001	0.8	0.4	0.2	NA	gene flow P3-P2	fhom	0.0143663	0.004752	0.0255185	0.0056689	TRUE	87.8
0.001	0.8	0.4	0.2	NA	gene flow P3-P2	Simulation	0.0142483	0.0046745	0.0255316	0.0056501	TRUE	NA
0.001	0.8	0.4	NA	1	Ancestral structure	D	0.0237867	0.0055566	0.0257751	0.0056393	TRUE	25.5
0.001	0.8	0.4	NA	1	Ancestral structure	fd	0.0230067	0.0044399	0.0258618	0.0057115	TRUE	36.5
0.001	0.8	0.4	NA	1	Ancestral structure	fG	0.0226882	0.0042409	0.0258972	0.0057095	TRUE	39.1
0.001	0.8	0.4	NA	1	Ancestral structure	fhom	0.0227299	0.0042763	0.0258926	0.0057091	TRUE	39.9
0.001	0.8	0.4	NA	1	Ancestral structure	Simulation	0.0259781	0.0057582	0.0255316	0.0056501	FALSE	NA
0.001	0.8	0.4	NA	1.2	Ancestral structure	D	0.0234469	0.0052811	0.0257702	0.0056454	TRUE	40
0.001	0.8	0.4	NA	1.2	Ancestral structure	fd	0.0228084	0.0040662	0.0258412	0.0057229	TRUE	56.9
0.001	0.8	0.4	NA	1.2	Ancestral structure	fG	0.0226927	0.0039827	0.025854	0.0057224	TRUE	60.1
0.001	0.8	0.4	NA	1.2	Ancestral structure	fhom	0.022735	0.0040106	0.0258493	0.0057229	TRUE	61.5
0.001	0.8	0.4	NA	1.2	Ancestral structure	Simulation	0.0255942	0.0056807	0.0255316	0.0056501	FALSE	NA
0.001	0.8	0.4	NA	1.4	Ancestral structure	D	0.0235813	0.0051145	0.0257722	0.0056649	TRUE	51
0.001	0.8	0.4	NA	1.4	Ancestral structure	fd	0.023095	0.0039745	0.0258262	0.0057424	TRUE	68.6
0.001	0.8	0.4	NA	1.4	Ancestral structure	fG	0.0230839	0.0039767	0.0258274	0.0057417	TRUE	70.4
0.001	0.8	0.4	NA	1.4	Ancestral structure	fhom	0.0231494	0.0039895	0.0258202	0.0057441	TRUE	72
